id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
4147,lively,adjective,3307,活気のある,元気な,
4148,spirited,adjective,3307,元気な,活発な,
4149,energetic,adjective,3308,精力的な,エネルギッシュな,
4150,vigorous,adjective,3308,力強い,活発な,
4151,robust,adjective,3309,頑健な,たくましい,
4152,sturdy,adjective,3312,頑丈な,たくましい,
4153,hardy,adjective,3313,丈夫な,耐寒性の,
4154,resilient,adjective,3313,回復力のある,弾力のある,
4155,durable,adjective,3314,耐久性のある,長持ちする,
4156,lasting,adjective,3314,長続きする,永続的な,
4157,enduring,adjective,3315,永続的な,不朽の,
4158,permanent,adjective,3315,永久的な,常設の,
4159,perpetual,adjective,3316,永久の,絶え間ない,
4160,eternal,adjective,3317,永遠の,不変の,
4161,everlasting,adjective,3317,永遠の,終わりのない,
4162,immortal,adjective,3318,不滅の,不朽の,
4163,timeless,adjective,3318,時を超えた,永久不変の,
4164,transient,adjective,3319,一時的な,はかない,
4165,ephemeral,adjective,3319,つかの間の,はかない,
4166,fleeting,adjective,3320,つかの間の,すぐに過ぎ去る,
4167,momentary,adjective,3320,瞬間的な,つかの間の,
4168,temporary,adjective,3321,一時的な,仮の,
4169,provisional,adjective,3321,暫定的な,仮の,
4170,interim,adjective,3322,暫定的な,仮の,
4171,transitional,adjective,3322,過渡的な,移行期の,
4172,intermediate,adjective,3323,中間の,中級の,
4173,temperate,adjective,3324,節度ある,温帯の,
4174,mild,adjective,3324,穏やかな,軽度の,
4175,delicate,adjective,3325,繊細な,微妙な,
4176,fragile,adjective,3325,壊れやすい,もろい,
4177,frail,adjective,3326,もろい,虚弱な,
4178,feeble,adjective,3326,弱々しい,か細い,
4179,faint,adjective,3327,かすかな,弱々しい,
4180,murky,adjective,3327,暗い,濁った,
4181,gloomy,adjective,3328,薄暗い,陰気な,
4182,dismal,adjective,3328,陰気な,惨めな,
4183,dreary,adjective,3329,わびしい,退屈な,
4184,bleak,adjective,3330,荒涼とした,暗い,
4185,desolate,adjective,3330,荒涼とした,寂しい,
4186,barren,adjective,3331,不毛の,荒れ果てた,
4187,arid,adjective,3331,乾燥した,不毛の,
4188,parched,adjective,3332,からからに乾いた,渇いた,
4189,scorched,adjective,3332,焼け焦げた,焼けた,
4190,seared,adjective,3333,焼け焦げた,干からびた,
4191,withered,adjective,3333,しおれた,しわだらけの,
4192,shriveled,adjective,3334,しわくちゃの,干からびた,
4193,wizened,adjective,3334,しわだらけの,干からびた,
4194,wrinkled,adjective,3335,しわだらけの,しわの寄った,
4195,crinkled,adjective,3335,しわくちゃの,縮れた,
4196,creased,adjective,3336,しわの寄った,折り目のついた,
4197,rumpled,adjective,3337,しわくちゃの,くしゃくしゃの,
4198,disheveled,adjective,3337,乱れた,だらしない,
4199,unkempt,adjective,3338,手入れされていない,乱れた,
4200,slovenly,adjective,3338,だらしない,不潔な,
4201,sloppy,adjective,3339,だらしない,ずさんな,
4202,messy,adjective,3339,散らかった,汚い,
4203,untidy,adjective,3340,散らかった,きちんとしていない,
4204,disorderly,adjective,3340,乱れた,無秩序な,
4205,anarchic,adjective,3341,無政府状態の,無秩序な,
4206,lawless,adjective,3341,無法の,法を無視した,
4207,unruly,adjective,3342,手に負えない,乱暴な,
4208,wayward,adjective,3343,わがままな,気まぐれな,
4209,headstrong,adjective,3343,強情な,向こう見ずな,
4210,defiant,adjective,3344,反抗的な,挑戦的な,
4211,rebellious,adjective,3344,反抗的な,反逆的な,
4212,mutinous,adjective,3345,反抗的な,反乱を起こした,
4213,seditious,adjective,3345,扇動的な,反逆的な,
4214,treasonous,adjective,3346,反逆的な,売国的な,
4215,traitorous,adjective,3346,裏切りの,不忠実な,
4216,disloyal,adjective,3347,不忠実な,不誠実な,
4217,faithless,adjective,3347,不誠実な,信義のない,
4218,perfidious,adjective,3348,不誠実な,裏切りの,
4219,insidious,adjective,3348,陰険な,潜行性の,
4220,surreptitious,adjective,3349,こっそりした,秘密の,
4221,clandestine,adjective,3350,秘密の,内密の,
4222,covert,adjective,3350,秘密の,隠れた,
4223,furtive,adjective,3351,こそこそした,人目を盗んだ,
4224,stealthy,adjective,3351,こっそりした,ひそかな,
4225,sneaky,adjective,3352,こそこそした,卑怯な,
4226,underhanded,adjective,3352,卑劣な,不正な,
4227,crooked,adjective,3353,曲がった,不正な,
4228,depraved,adjective,3353,堕落した,腐敗した,
4229,debased,adjective,3354,堕落した,品位を落とした,
4230,degraded,adjective,3354,堕落した,品位を落とした,
4231,decadent,adjective,3355,退廃的な,衰退期の,
4232,dissolute,adjective,3356,放蕩な,不道徳な,
4233,debauched,adjective,3356,放蕩な,堕落した,
4234,licentious,adjective,3357,放蕩な,みだらな,
4235,lascivious,adjective,3357,みだらな,好色な,
4236,lewd,adjective,3358,みだらな,わいせつな,
4237,obscene,adjective,3358,わいせつな,下品な,
4238,vulgar,adjective,3359,下品な,俗悪な,
4239,crude,adjective,3359,粗野な,未加工の,
4240,coarse,adjective,3360,粗野な,粗い,
4241,rough,adjective,3360,粗い,荒々しい,
4242,rugged,adjective,3361,ごつごつした,たくましい,
4243,jagged,adjective,3362,ギザギザの,でこぼこの,
4244,serrated,adjective,3362,ぎざぎざの,のこぎり歯状の,
4245,notched,adjective,3363,刻み目のある,V字形の,
4246,indented,adjective,3363,刻み目のある,字下げした,
4247,irregular,adjective,3364,不規則な,変則的な,
4248,uneven,adjective,3364,不均一な,でこぼこの,
4249,bumpy,adjective,3365,でこぼこの,ガタガタした,
4250,lumpy,adjective,3365,ごつごつした,でこぼこした,
4251,gnarled,adjective,3366,節くれだった,ねじれた,
4252,twisted,adjective,3366,ねじれた,曲がった,
4253,bent,adjective,3367,曲がった,熱中して,
4254,curved,adjective,3367,曲がった,湾曲した,
4255,arched,adjective,3368,弓形の,アーチ状の,
4256,bowed,adjective,3369,弓なりの,曲がった,
4257,hunched,adjective,3369,かがんだ,前かがみの,
4258,stooped,adjective,3370,前かがみの,腰の曲がった,
4259,slouched,adjective,3370,前かがみの,だらしない,
4260,slumped,adjective,3371,ぐったりした,崩れた,
4261,collapsed,adjective,3371,崩壊した,倒れた,
4262,crumbled,adjective,3372,崩れた,砕けた,
4263,dilapidated,adjective,3392,荒れ果てた,ぼろぼろの,
4264,decrepit,adjective,3393,老朽化した,老いぼれた,
4265,ramshackle,adjective,3393,ぼろぼろの,がたがたの,
4266,rickety,adjective,3394,ぐらぐらする,がたがたの,
4267,shaky,adjective,3395,ぐらぐらする,不安定な,
4268,wobbly,adjective,3395,ぐらぐらする,よろよろした,
4269,tottering,adjective,3396,よろめく,不安定な,
4270,teetering,adjective,3396,よろめく,揺れ動く,
4271,wavering,adjective,3397,揺れ動く,ためらう,
4272,vacillating,adjective,3397,ためらう,動揺する,
4273,hesitant,adjective,3398,ためらう,ちゅうちょする,
4274,reluctant,adjective,3398,気が進まない,いやいやの,
4275,unwilling,adjective,3399,気が進まない,いやがる,
4276,loath,adjective,3399,いやがる,気が進まない,
4277,averse,adjective,3400,嫌って,反対して,
4278,disinclined,adjective,3401,気が進まない,嫌って,
4279,resistant,adjective,3401,抵抗する,耐性のある,
4280,immune,adjective,3402,免疫のある,影響を受けない,
4281,impervious,adjective,3402,影響を受けない,不浸透性の,
4282,impenetrable,adjective,3403,突き通せない,不可解な,
4283,inscrutable,adjective,3403,不可解な,不可思議な,
4284,unfathomable,adjective,3404,計り知れない,深遠な,
4285,incomprehensible,adjective,3404,理解できない,不可解な,
4286,unintelligible,adjective,3405,意味不明の,判読できない,
4287,incoherent,adjective,3405,支離滅裂な,筋の通らない,
4288,garbled,adjective,3406,混乱した,歪曲された,
4289,confused,adjective,3406,混乱した,困惑した,
4290,bewildered,adjective,3407,当惑した,途方に暮れた,
4291,perplexed,adjective,3408,当惑した,困惑した,
4292,baffled,adjective,3408,困惑した,挫折した,
4293,puzzled,adjective,3409,困惑した,不可解な,
4294,mystified,adjective,3420,当惑した,神秘化された,
4295,nonplussed,adjective,3421,途方に暮れた,驚いた,
4296,flummoxed,adjective,3421,困惑した,当惑した,
4297,disconcerted,adjective,3422,当惑した,動揺した,
4298,flustered,adjective,3422,動揺した,あわてた,
4299,rattled,adjective,3423,動揺した,うろたえた,
4300,unnerved,adjective,3423,動揺した,不安な,
4301,agitated,adjective,3424,動揺した,興奮した,
4302,perturbed,adjective,3424,動揺した,不安な,
4303,disturbed,adjective,3425,動揺した,乱れた,
4304,troubled,adjective,3425,悩んでいる,困った,
4305,distressed,adjective,3426,苦しんでいる,困窮した,
4306,anguished,adjective,3427,苦悶した,苦しんでいる,
4307,tormented,adjective,3427,苦しめられた,悩まされた,
4308,afflicted,adjective,3428,苦しんでいる,悩まされた,
4309,stricken,adjective,3428,打ちのめされた,病気の,
4310,grief-stricken,adjective,3429,悲嘆に暮れた,深く悲しんでいる,
4311,heartbroken,adjective,3429,悲嘆に暮れた,失恋した,
4312,devastated,adjective,3430,打ちひしがれた,壊滅的な,
4313,shattered,adjective,3430,打ちのめされた,粉々の,
4314,crushed,adjective,3431,打ちのめされた,押しつぶされた,
4315,overwhelmed,adjective,3431,圧倒された,途方に暮れた,
4316,inundated,adjective,3432,殺到された,氾濫した,
4317,swamped,adjective,3433,多忙を極めた,水浸しの,
4318,engulfed,adjective,3433,飲み込まれた,包まれた,
4319,submerged,adjective,3434,水没した,隠れた,
4320,immersed,adjective,3434,浸った,没頭した,
4321,absorbed,adjective,3435,夢中の,吸収された,
4322,engrossed,adjective,3435,夢中の,没頭した,
4323,preoccupied,adjective,3436,心を奪われた,没頭した,
4324,obsessed,adjective,3436,取りつかれた,強迫観念に駆られた,
4325,fixated,adjective,3437,執着した,固執した,
4326,infatuated,adjective,3437,夢中の,のぼせ上がった,
4327,besotted,adjective,3438,のぼせ上がった,酔いつぶれた,
4328,smitten,adjective,3438,夢中の,魅了された,
4329,enamored,adjective,3439,魅了された,ほれ込んだ,
4330,enthralled,adjective,3440,魅了された,夢中の,
4331,captivated,adjective,3440,魅了された,心を奪われた,
4332,enchanted,adjective,3441,魅了された,魔法にかけられた,
4333,spellbound,adjective,3441,魔法にかけられた,魅了された,
4334,mesmerized,adjective,3442,魅了された,催眠術にかけられた,
4335,hypnotized,adjective,3442,催眠術にかけられた,魅了された,
4336,transfixed,adjective,3443,釘付けの,動けなくなった,
4337,riveted,adjective,3443,釘付けの,鋲で留めた,
4338,gripped,adjective,3444,とらえられた,握られた,
4339,entangled,adjective,3444,もつれた,巻き込まれた,
4340,embroiled,adjective,3445,巻き込まれた,混乱した,
4341,enmeshed,adjective,3446,巻き込まれた,もつれた,
4342,ensnared,adjective,3446,わなにかかった,陥れられた,
4343,entrapped,adjective,3447,わなにかかった,閉じ込められた,
4344,cornered,adjective,3447,追い詰められた,窮地に立った,
4345,trapped,adjective,3448,閉じ込められた,わなにかかった,
4346,confined,adjective,3448,閉じ込められた,限定された,
4347,restricted,adjective,3449,制限された,限定的な,
4348,constrained,adjective,3449,制約された,強制された,
4349,hampered,adjective,3450,妨げられた,束縛された,
4350,hindered,adjective,3450,妨げられた,阻害された,
4351,impeded,adjective,3451,妨げられた,邪魔された,
4352,obstructed,adjective,3451,妨げられた,ふさがれた,
4353,blocked,adjective,3452,ふさがれた,妨げられた,
4354,clogged,adjective,3453,詰まった,ふさがれた,
4355,jammed,adjective,3453,詰まった,動かなくなった,
4356,stuck,adjective,3454,動かなくなった,行き詰まった,
4357,stalled,adjective,3454,停止した,失速した,
4358,stagnant,adjective,3455,停滞した,よどんだ,
4359,static,adjective,3455,静的な,停滞した,
4360,stationary,adjective,3456,静止した,定置の,
4361,motionless,adjective,3456,動かない,静止した,
4362,immobile,adjective,3457,動かない,不動の,
4363,inert,adjective,3457,不活性の,動かない,
4364,dormant,adjective,3458,休眠中の,潜在的な,
4365,latent,adjective,3459,潜在的な,潜伏期の,
4366,prospective,adjective,3459,見込みのある,将来の,
4367,forthcoming,adjective,3460,今度の,協力的な,
4368,impending,adjective,3460,差し迫った,今にも起こりそうな,
4369,imminent,adjective,3461,差し迫った,切迫した,
4370,looming,adjective,3461,迫っている,ぼんやり見える,
4371,threatening,adjective,3462,脅すような,不吉な,
4372,menacing,adjective,3462,脅すような,威嚇的な,
4373,portentous,adjective,3463,不吉な,驚くべき,
4374,prophetic,adjective,3463,予言的な,予言の,
4375,prescient,adjective,3464,先見の明のある,予知の,
4376,clairvoyant,adjective,3464,千里眼の,透視の,
4377,telepathic,adjective,3465,テレパシーの,以心伝心の,
4378,psychic,adjective,3466,超能力の,心霊の,
4379,supernatural,adjective,3466,超自然的な,不思議な,
4380,paranormal,adjective,3467,超常的な,超自然の,
4381,occult,adjective,3467,オカルトの,秘密の,
4382,magical,adjective,3468,魔法の,不思議な,
4383,enchanting,adjective,3468,魅惑的な,うっとりさせる,
4384,bewitching,adjective,3469,魅惑的な,うっとりさせる,
4385,alluring,adjective,3469,魅惑的な,人を引きつける,
4386,enticing,adjective,3470,魅力的な,誘惑的な,
4387,tempting,adjective,3470,そそられる,魅力的な,
4388,seductive,adjective,3471,魅惑的な,誘惑的な,
4389,captivating,adjective,3472,魅惑的な,人を引きつける,
4390,fascinating,adjective,3472,魅力的な,心を奪う,
4391,intriguing,adjective,3473,興味をそそる,陰謀の,
4392,compelling,adjective,3473,説得力のある,やむを得ない,
4393,convincing,adjective,3474,説得力のある,納得のいく,
4394,persuasive,adjective,3474,説得力のある,口の上手い,
4395,cogent,adjective,3475,説得力のある,的を射た,
4396,potent,adjective,3475,強力な,効き目のある,
4397,powerful,adjective,3476,強力な,力強い,
4398,mighty,adjective,3476,強大な,巨大な,
4399,formidable,adjective,3477,恐るべき,手ごわい,
4400,redoubtable,adjective,3478,恐るべき,手ごわい,
4401,invincible,adjective,3478,無敵の,打ち負かせない,
4402,indomitable,adjective,3479,不屈の,負けん気の,
4403,unconquerable,adjective,3479,征服できない,不屈の,
4404,insurmountable,adjective,3480,乗り越えられない,克服できない,
4405,insuperable,adjective,3480,乗り越えられない,克服できない,
4406,impregnable,adjective,3481,難攻不落の,確固たる,
4407,invulnerable,adjective,3481,傷つけられない,影響を受けない,
4408,unassailable,adjective,3482,攻撃できない,反論の余地のない,
4409,indisputable,adjective,3482,議論の余地のない,明白な,
4410,irrefutable,adjective,3483,反論できない,明白な,
4411,incontrovertible,adjective,3483,議論の余地のない,明白な,
4412,undeniable,adjective,3484,否定できない,明白な,
4413,unquestionable,adjective,3485,疑う余地のない,確実な,
4414,indubitable,adjective,3485,疑う余地のない,明白な,
4415,incontestable,adjective,3486,争う余地のない,明白な,
4416,irrefragable,adjective,3499,反駁できない,破れない,
4417,apodictic,adjective,3500,絶対確実な,明証的な,
4418,axiomatic,adjective,3500,自明の,公理的な,
4419,self-evident,adjective,3501,自明の,明白な,
4420,obvious,adjective,3501,明白な,明らかな,
4421,evident,adjective,3502,明白な,明らかな,
4422,apparent,adjective,3502,明白な,外見上の,
4423,patent,adjective,3503,明白な,特許の,
4424,palpable,adjective,3504,明白な,触知できる,
4425,tangible,adjective,3504,触れることのできる,明白な,
4426,concrete,adjective,3505,具体的な,コンクリートの,
4427,substantial,adjective,3505,実質的な,かなりの,
4428,considerable,adjective,3506,かなりの,相当な,
4429,significant,adjective,3506,重要な,かなりの,
4430,noteworthy,adjective,3507,注目に値する,顕著な,
4431,remarkable,adjective,3507,注目すべき,驚くべき,
4432,extraordinary,adjective,3508,並外れた,異常な,
4433,exceptional,adjective,3508,並外れた,例外的な,
4434,outstanding,adjective,3509,卓越した,未解決の,
4435,predominant,adjective,3509,支配的な,主要な,
4436,prevalent,adjective,3510,流行している,一般的な,
4437,ubiquitous,adjective,3511,至る所にある,遍在する,
4438,pervasive,adjective,3516,広がる,浸透する,
4439,comprehensive,adjective,3517,包括的な,総合的な,
4440,extensive,adjective,3517,広範な,大規模な,
4441,intricate,adjective,3518,複雑な,入り組んだ,
4442,elaborate,adjective,3518,精巧な,入念な,
4443,sophisticated,adjective,3519,洗練された,高度な,
4444,meticulous,adjective,3519,細心の,綿密な,
4445,rigorous,adjective,3520,厳密な,厳格な,
4446,grave,adjective,3520,重大な,深刻な,
4447,dire,adjective,3521,悲惨な,恐ろしい,
4448,grim,adjective,3521,厳しい,険しい,
4449,searing,adjective,3522,焼けるような,激しい,
4450,sweltering,adjective,3522,うだるような,蒸し暑い,
4451,torrid,adjective,3523,焼けつく,猛烈な,
4452,frigid,adjective,3524,極寒の,冷淡な,
4453,glacial,adjective,3524,氷河の,極寒の,
4454,arctic,adjective,3525,北極の,極寒の,
4455,polar,adjective,3525,極地の,正反対の,
4456,equatorial,adjective,3526,赤道の,赤道付近の,
4457,tropical,adjective,3526,熱帯の,熱帯性の,
4458,brittle,adjective,3527,もろい,脆い,
4459,infirm,adjective,3527,虚弱な,不健全な,
4460,hostile,adjective,3528,敵意のある,敵対的な,
4461,antagonistic,adjective,3528,敵対的な,対立する,
4462,adversarial,adjective,3529,敵対的な,対立的な,
4463,belligerent,adjective,3530,好戦的な,交戦中の,
4464,combative,adjective,3530,好戦的な,闘争的な,
4465,aggressive,adjective,3531,攻撃的な,積極的な,
4466,assertive,adjective,3531,断定的な,積極的な,
4467,forceful,adjective,3532,力強い,強力な,
4468,flexible,adjective,3532,柔軟な,融通の利く,
4469,adaptable,adjective,3533,適応できる,順応性のある,
4470,versatile,adjective,3533,多才な,多目的の,
4471,multifaceted,adjective,3534,多面的な,多才な,
4472,diverse,adjective,3534,多様な,種々の,
4473,varied,adjective,3535,多様な,変化に富んだ,
4474,heterogeneous,adjective,3536,異質な,不均一な,
4475,homogeneous,adjective,3536,同質の,均一な,
4476,uniform,adjective,3537,一様な,均一な,
4477,sensible,adjective,3537,分別のある,賢明な,
4478,judicious,adjective,3538,賢明な,思慮深い,
4479,sagacious,adjective,3538,賢明な,洞察力のある,
4480,spurious,adjective,3539,偽の,見せかけの,
4481,bogus,adjective,3539,偽の,いかさまの,
4482,phony,adjective,3540,偽の,まやかしの,
4483,artificial,adjective,3540,人工的な,不自然な,
4484,synthetic,adjective,3541,合成の,人工的な,
4485,fabricated,adjective,3541,捏造された,製作された,
4486,contrived,adjective,3542,不自然な,わざとらしい,
4487,forced,adjective,3543,強制的な,不自然な,
4488,compulsory,adjective,3543,義務的な,強制的な,
4489,mandatory,adjective,3544,義務的な,必須の,
4490,obligatory,adjective,3544,義務的な,必須の,
4491,requisite,adjective,3545,必要な,必須の,
4492,definitive,adjective,3545,決定的な,最終的な,
4493,conclusive,adjective,3546,決定的な,最終的な,
4494,decisive,adjective,3546,決定的な,断固とした,
4495,resolute,adjective,3547,断固とした,毅然とした,
4496,determined,adjective,3547,断固たる,決意した,
4497,steadfast,adjective,3548,不動の,確固たる,
4498,unwavering,adjective,3549,揺るがない,確固とした,
4499,unflinching,adjective,3549,ひるまない,断固とした,
4500,persistent,adjective,3550,粘り強い,持続する,
4501,tenacious,adjective,3550,粘り強い,執念深い,
4502,dogged,adjective,3551,頑固な,粘り強い,
4503,stiff,adjective,3551,硬い,堅苦しい,
4504,taut,adjective,3552,ぴんと張った,緊張した,
4505,tense,adjective,3552,緊張した,ピンと張った,
4506,strained,adjective,3553,緊張した,不自然な,
4507,anxious,adjective,3553,不安な,心配な,
4508,apprehensive,adjective,3554,不安な,懸念する,
4509,uneasy,adjective,3554,不安な,落ち着かない,
4510,jittery,adjective,3555,神経質な,びくびくした,
4511,muddled,adjective,3556,混乱した,取り乱した,
4512,disoriented,adjective,3556,方向を見失った,混乱した,
4513,dazed,adjective,3557,ぼうっとした,呆然とした,
4514,stunned,adjective,3557,唖然とした,気絶した,
4515,astounded,adjective,3558,驚嘆した,仰天した,
4516,astonished,adjective,3558,驚いた,びっくりした,
4517,amazed,adjective,3559,驚いた,びっくりした,
4518,awestruck,adjective,3559,畏敬の念に打たれた,驚嘆した,
4519,dumbfounded,adjective,3560,唖然とした,あっけにとられた,
4520,flabbergasted,adjective,3560,仰天した,びっくり仰天した,
4521,thunderstruck,adjective,3561,驚愕した,びっくり仰天した,
4522,startled,adjective,3562,驚いた,びっくりした,
4523,alarmed,adjective,3562,不安な,驚いた,
4524,dismayed,adjective,3563,うろたえた,がっかりした,
4525,distraught,adjective,3563,取り乱した,うろたえた,
4526,frantic,adjective,3564,取り乱した,必死の,
4527,frenzied,adjective,3564,熱狂的な,狂乱した,
4528,hysterical,adjective,3565,ヒステリックな,爆笑的な,
4529,delirious,adjective,3565,うわごとを言う,熱狂的な,
4530,ecstatic,adjective,3566,有頂天の,狂喜した,
4531,euphoric,adjective,3566,幸福感に満ちた,陶酔した,
4532,elated,adjective,3567,意気揚々とした,大喜びの,
4533,exultant,adjective,3567,大喜びの,勝ち誇った,
4534,triumphant,adjective,3568,勝利を収めた,意気揚々とした,
4535,victorious,adjective,3569,勝利した,勝利の,
4536,successful,adjective,3569,成功した,うまくいった,
4537,prosperous,adjective,3570,繁栄した,成功した,
4538,thriving,adjective,3570,繁栄している,成功している,
4539,flourishing,adjective,3571,繁栄している,盛んな,
4540,booming,adjective,3571,急成長している,好況の,
4541,burgeoning,adjective,3572,急成長している,芽生えつつある,
4542,emerging,adjective,3572,新興の,現れつつある,
4543,nascent,adjective,3573,生まれたばかりの,発生期の,
4544,incipient,adjective,3573,初期の,始まりの,
4545,budding,adjective,3574,芽生えつつある,新進の,
4546,fledgling,adjective,3575,駆け出しの,羽の生えたばかりの,
4547,novice,adjective,3575,初心者の,未熟な,
4548,inexperienced,adjective,3576,経験の浅い,未熟な,
4549,untried,adjective,3576,試されていない,未経験の,
4550,untested,adjective,3577,試されていない,未検証の,
4551,unproven,adjective,3577,証明されていない,実証されていない,
4552,speculative,adjective,3578,推測的な,投機的な,
4553,conjectural,adjective,3578,推測的な,憶測の,
4554,hypothetical,adjective,3579,仮説的な,仮定の,
4555,conceptual,adjective,3579,概念的な,観念的な,
4556,notional,adjective,3580,概念上の,想像上の,
4557,imaginary,adjective,3580,想像上の,架空の,
4558,fictitious,adjective,3581,架空の,虚構の,
4559,mythical,adjective,3582,神話の,架空の,
4560,legendary,adjective,3582,伝説的な,伝説の,
4561,fabled,adjective,3583,伝説的な,有名な,
4562,renowned,adjective,3583,有名な,名高い,
4563,illustrious,adjective,3584,著名な,輝かしい,
4564,eminent,adjective,3584,著名な,卓越した,
4565,distinguished,adjective,3585,著名な,顕著な,
4566,prestigious,adjective,3585,名声のある,一流の,
4567,acclaimed,adjective,3586,称賛された,高く評価された,
4568,celebrated,adjective,3586,著名な,有名な,
4569,esteemed,adjective,3587,尊敬される,高く評価される,
4570,venerable,adjective,3588,尊敬すべき,由緒ある,
4571,revered,adjective,3588,崇敬される,尊敬される,
4572,hallowed,adjective,3589,神聖な,尊ばれる,
4573,sacred,adjective,3589,神聖な,宗教的な,
4574,divine,adjective,3590,神の,神聖な,
4575,celestial,adjective,3590,天の,天上の,
4576,heavenly,adjective,3591,天国の,すばらしい,
4577,ethereal,adjective,3591,この世のものとは思えない,天上の,
4578,sublime,adjective,3592,崇高な,壮大な,
4579,transcendent,adjective,3596,超越した,卓越した,
4580,nebulous,adjective,3596,漠然とした,雲のような,
4581,hazy,adjective,3602,かすんだ,ぼんやりした,
4582,opaque,adjective,3603,不透明な,理解しにくい,
4583,disjointed,adjective,3604,ばらばらな,まとまりのない,
4584,fragmented,adjective,3604,断片的な,分裂した,
4585,scattered,adjective,3605,散らばった,散発的な,
4586,sporadic,adjective,3605,散発的な,時折起こる,
4587,intermittent,adjective,3606,断続的な,間欠的な,
4588,periodic,adjective,3607,定期的な,周期的な,
4589,recurrent,adjective,3607,繰り返す,再発する,
4590,cyclical,adjective,3608,周期的な,循環的な,
4591,repetitive,adjective,3608,反復的な,繰り返しの,
4592,monotonous,adjective,3609,単調な,一本調子の,
4593,tedious,adjective,3609,退屈な,うんざりする,
4594,dull,adjective,3610,鈍い,退屈な,
4595,bland,adjective,3610,当たり障りのない,味気ない,
4596,insipid,adjective,3611,味気ない,無味乾燥な,
4597,vapid,adjective,3611,つまらない,無味乾燥な,
4598,banal,adjective,3612,陳腐な,ありふれた,
4599,trite,adjective,3612,陳腐な,使い古された,
4600,hackneyed,adjective,3613,陳腐な,使い古された,
4601,clichéd,adjective,3614,陳腐な,決まり文句の,
4602,stereotypical,adjective,3614,型にはまった,紋切り型の,
4603,conventional,adjective,3615,従来の,慣習的な,
4604,orthodox,adjective,3615,正統派の,伝統的な,
4605,customary,adjective,3616,習慣的な,いつもの,
4606,habitual,adjective,3616,習慣的な,常習的な,
4607,ordinary,adjective,3617,普通の,平凡な,
4608,commonplace,adjective,3617,ありふれた,平凡な,
4609,mundane,adjective,3618,平凡な,世俗的な,
4610,prosaic,adjective,3618,平凡な,散文的な,
4611,pedestrian,adjective,3619,平凡な,歩行者の,
4612,lackluster,adjective,3620,さえない,精彩を欠く,
4613,mediocre,adjective,3620,平凡な,二流の,
4614,inferior,adjective,3621,劣った,下位の,
4615,substandard,adjective,3621,標準以下の,粗悪な,
4616,deficient,adjective,3622,不足している,欠陥のある,
4617,inadequate,adjective,3622,不十分な,不適当な,
4618,insufficient,adjective,3623,不十分な,不足した,
4619,meager,adjective,3623,乏しい,わずかな,
4620,scanty,adjective,3624,乏しい,不十分な,
4621,sparse,adjective,3624,まばらな,乏しい,
4622,scarce,adjective,3625,不足した,まれな,
4623,uncommon,adjective,3625,珍しい,普通でない,
4624,anomaly,noun,3626,変則,異常,
4625,aberration,noun,3627,逸脱,異常,
4626,deviation,noun,3627,逸脱,偏差,
4627,divergence,noun,3628,分岐,相違,
4628,discrepancy,noun,3628,食い違い,矛盾,
4629,disparity,noun,3629,不均衡,格差,
4630,imbalance,noun,3629,不均衡,アンバランス,
4631,asymmetry,noun,3630,非対称,不均衡,
4632,symmetry,noun,3630,対称,均整,
4633,shard,noun,3631,破片,かけら,
4634,remnant,noun,3631,残り,残骸,
4635,residue,noun,3632,残余,残留物,
4636,vestige,noun,3633,痕跡,名残,
4637,indication,noun,3633,兆候,表示,
4638,manifestation,noun,3634,現れ,兆候,
4639,expression,noun,3634,表現,表情,
4640,articulation,noun,3635,明瞭な発音,関節,
4641,utterance,noun,3635,発言,発声,
4642,pronouncement,noun,3636,声明,宣言,
4643,disclosure,noun,3636,開示,暴露,
4644,revelation,noun,3637,暴露,啓示,
4645,exposé,noun,3637,暴露,暴露記事,
4646,bickering,noun,3638,口論,言い争い,
4647,altercation,noun,3638,口論,激論,
4648,friction,noun,3639,摩擦,軋轢,
4649,tension,noun,3640,緊張,張力,
4650,stress,noun,3640,ストレス,強調,
4651,bulk,noun,3641,大部分,かさ,
4652,magnitude,noun,3641,規模,大きさ,
4653,spectrum,noun,3642,スペクトル,範囲,
4654,multiplicity,noun,3642,多様性,多数,
4655,abundance,noun,3643,豊富,多量,
4656,profusion,noun,3643,豊富,大量,
4657,plethora,noun,3644,過多,過剰,
4658,excess,noun,3644,過剰,超過,
4659,superfluity,noun,3645,余分,過剰,
4660,redundancy,noun,3646,冗長,余剰,
4661,repetition,noun,3646,反復,繰り返し,
4662,recurrence,noun,3647,再発,反復,
4663,reappearance,noun,3647,再出現,再現,
4664,renovation,noun,3648,改装,刷新,
4665,refurbishment,noun,3648,改装,一新,
4666,metamorphosis,noun,3649,変態,変身,
4667,progression,noun,3649,進行,前進,
4668,advancement,noun,3650,前進,進歩,
4669,proliferation,noun,3650,増殖,拡散,
4670,escalation,noun,3651,段階的拡大,エスカレート,
4671,intensification,noun,3652,強化,激化,
4672,amplification,noun,3652,増幅,拡大,
4673,augmentation,noun,3653,増大,増加,
4674,enhancement,noun,3653,向上,強化,
4675,improvement,noun,3654,改善,向上,
4676,refinement,noun,3654,洗練,精製,
4677,optimization,noun,3655,最適化,最善化,
4678,maximization,noun,3655,最大化,極大化,
4679,minimization,noun,3656,最小化,極小化,
