word,pattern_number,sentence_en,sentence_ja,choice_1,choice_2,choice_3,choice_4,correct_choice_index,feedback_1,feedback_2,feedback_3,feedback_4,tags,usage_scene,embedding_text
abandon,1,The crew had to <u>abandon</u> the sinking ship immediately.,乗組員は沈没する船をすぐに放棄しなければならなかった。,放棄する,固定する,修理する,引き返す,1,「放棄する」が正解です。abandon は「危険や困難な状況で何かを諦めて去る」という意味で、沈没船という緊急事態に最適です。共通テストや模試では、abandon は「危険だから捨てる」イメージでよく出ます。語源はフランス語の à bandon（自由にする）から来ています。,「固定する」に対応する英語は secure / fasten などで、船を安定させる行為を表します。abandon は船を去ることなので、意味が正反対になり不正解です。,「修理する」に対応する英語は repair / fix などで、船を直す行為を表します。しかし immediately（すぐに）という緊急性から、沈没中の船を修理する時間はないため不自然です。,「引き返す」は英語では return / turn back で、元の場所に戻ることを表します。沈没船からは脱出が必要であり、戻ることはありえないため不正解です。,action;emergency;movement;formal,emergency situation at sea,abandon : The crew had to abandon the sinking ship immediately. / 乗組員は沈没する船をすぐに放棄しなければならなかった。 / 正解: 放棄する / tags: action;emergency;movement;formal / scene: emergency situation at sea
abandon,2,The family decided to <u>abandon</u> their old house in the countryside.,その家族は田舎の古い家を手放すことに決めた。,手放す,修理する,購入する,賃貸する,1,「手放す」が正解です。abandon は「必要がなくなった、または維持できなくなったものを諦めて去る」という意味で、古い家を処分する状況に適しています。入試では「見捨てる」「放棄する」という訳で頻出し、give up よりも「完全に離れる」ニュアンスが強い点に注意しましょう。,「修理する」は英語では repair / fix で、建物を直す行為を表します。abandon は逆に「離れる・捨てる」という意味なので不正解です。,「購入する」は英語では buy / purchase で、所有権を得る行為を表します。abandon は所有を手放す行為なので真逆になります。,「賃貸する」は英語では rent (out) で、他人に貸す行為を表します。abandon は完全に手放すことを意味するため、貸すという選択肢とは異なります。,daily_life,action,decision,formal,family discussion about property,abandon : The family decided to abandon their old house in the countryside. / その家族は田舎の古い家を手放すことに決めた。 / 正解: 手放す / tags: daily_life,action,decision,formal / scene: family discussion about property
abide,1,I cannot <u>abide</u> people who are constantly late without apology.,私は謝罪もなく常に遅刻する人々を我慢することができない。,我慢する,歓迎する,理解する,忘れる,1,「我慢する」が正解です。cannot abide は「〜を我慢できない、耐えられない」という強い否定表現で、without apology という無礼さへの不満と論理的につながります。口語・文語両方で重要な表現です。,「歓迎する」は英語では welcome で、喜んで受け入れることを表します。constantly late という問題行動を welcome することは不合理です。welcome is accept gladly、cannot abide is cannot tolerate です。,「理解する」は英語では understand で、comprehend することを表します。cannot abide は emotional intolerance であり、cognitive understanding とは異なります。understand is comprehend、abide is tolerate です。,「忘れる」は英語では forget で、記憶から失うことを表します。cannot abide という strong reaction の文脈では、forget という passive loss は不適切です。forget is lose memory、abide is tolerate です。,emotion_negative,daily_life,formal,relationship,personal complaint or social etiquette,abide : I cannot abide people who are constantly late without apology. / 私は謝罪もなく常に遅刻する人々を我慢することができない。 / 正解: 我慢する / tags: emotion_negative,daily_life,formal,relationship / scene: personal complaint or social etiquette
abide,2,Citizens must <u>abide</u> by the laws of the country they live in.,市民は自分が住んでいる国の法律に従わなければならない。,従う,変更する,無視する,作成する,1,「従う」が正解です。abide by は「〜に従う、守る」という重要な熟語で、laws という規則と must という義務が論理的につながります。法律・規則の文脈で頻出の必須表現です。,「変更する」は英語では change / modify で、内容を変えることを表します。must abide by という obedience の文脈では、changing laws は一般市民の義務ではありません。change is alter、abide by is obey です。,「無視する」は英語では ignore で、注意を払わないことを表します。must abide by という compliance requirement とは正反対です。ignore is disregard、abide by is follow です。,「作成する」は英語では create で、新たに作ることを表します。must abide by laws という citizen's duty は law creation ではなく law observation です。create is make、abide by is comply with です。,law,formal,action,moral,legal obligation or civic duty,abide : Citizens must abide by the laws of the country they live in. / 市民は自分が住んでいる国の法律に従わなければならない。 / 正解: 従う / tags: law,formal,action,moral / scene: legal obligation or civic duty
abide,3,She refused to <u>abide</u> the insults and walked out of the meeting.,彼女は侮辱を我慢することを拒み、会議から退出した。,我慢する,歓迎する,理解する,記録する,1,「我慢する」が正解です。refused to abide は「耐えることを拒んだ」という意味で、walked out という行動と論理的につながります。文学的・格式高い表現として重要です。,「歓迎する」は英語では welcome で、喜んで受け入れることを表します。insults（侮辱）を welcome することは不合理です。welcome is accept gladly、abide is tolerate です。,「理解する」は英語では understand で、comprehend することを表します。walked out という rejection の文脈では、understanding より intolerance が示されています。understand is comprehend、abide is endure です。,「記録する」は英語では record で、保存することを表します。refused to record insults は可能ですが、walked out という emotional reaction の motivation としては、intolerance が適切です。record is document、abide is tolerate です。,emotion_negative,business,formal,action,professional conflict situation,abide : She refused to abide the insults and walked out of the meeting. / 彼女は侮辱を我慢することを拒み、会議から退出した。 / 正解: 我慢する / tags: emotion_negative,business,formal,action / scene: professional conflict situation
abide,4,The company must <u>abide</u> by environmental regulations or face heavy fines.,その会社は環境規制に従わなければならず、さもなくば重い罰金に直面する。,従う,作成する,批判する,延期する,1,「従う」が正解です。must abide by は「〜に従わなければならない」という義務表現で、or face heavy fines という consequences と論理的につながります。ビジネスコンプライアンスで頻出の表現です。,「作成する」は英語では create で、新たに作ることを表します。must abide by regulations という compliance obligation は creating regulations ではなく following them です。create is make、abide by is comply with です。,「批判する」は英語では criticize で、非難することを表します。or face heavy fines という penalty の文脈では、criticize より comply が required です。criticize is condemn、abide by is follow です。,「延期する」は英語では postpone で、遅らせることを表します。regulations を postpone することは企業にはできません（規制は政府が設定）。postpone is delay、abide by is observe です。,business,environment,formal,action,corporate compliance requirement,abide : The company must abide by environmental regulations or face heavy fines. / その会社は環境規制に従わなければならず、さもなくば重い罰金に直面する。 / 正解: 従う / tags: business,environment,formal,action / scene: corporate compliance requirement
abide,5,He promised to <u>abide</u> by the judge's decision regardless of the outcome.,彼は結果にかかわらず、裁判官の決定に従うことを約束した。,従う,批判する,無視する,延期する,1,「従う」が正解です。promised to abide by は「〜に従うことを約束した」という意味で、judge's decision という legal ruling と regardless of the outcome という unconditional acceptance が論理的です。法廷文脈で重要な表現です。,「批判する」は英語では criticize で、非難することを表します。promised to という commitment の文脈では、criticism より compliance が示されています。criticize is condemn、abide by is accept です。,「無視する」は英語では ignore で、注意を払わないことを表します。promised to abide by という commitment とは正反対です。ignore is disregard、abide by is follow です。,「延期する」は英語では postpone で、遅らせることを表します。judge's decision を postpone する権限は当事者にはありません。postpone is delay、abide by is comply with です。,law,formal,action,moral,legal proceeding or arbitration,abide : He promised to abide by the judge's decision regardless of the outcome. / 彼は結果にかかわらず、裁判官の決定に従うことを約束した。 / 正解: 従う / tags: law,formal,action,moral / scene: legal proceeding or arbitration
abide,6,Players must <u>abide</u> by the rules of the game to ensure fair competition.,選手たちは公正な競争を確保するために、ゲームのルールに従わなければならない。,従う,作成する,批判する,無視する,1,「従う」が正解です。must abide by the rules は「ルールに従わなければならない」という義務表現で、to ensure fair competition という目的と論理的につながります。スポーツ・ゲームの文脈で頻出です。,「作成する」は英語では create で、新たに作ることを表します。must abide by という player's obligation は rule creation ではなく rule following です。create is make、abide by is follow です。,「批判する」は英語では criticize で、非難することを表します。to ensure fair competition という positive goal には、criticizing より following rules が必要です。criticize is condemn、abide by is observe です。,「無視する」は英語では ignore で、注意を払わないことを表します。to ensure fair competition という目的とは矛盾します。ignore is disregard、abide by is comply with です。,sports,formal,action,moral,sports or game rules explanation,abide : Players must abide by the rules of the game to ensure fair competition. / 選手たちは公正な競争を確保するために、ゲームのルールに従わなければならない。 / 正解: 従う / tags: sports,formal,action,moral / scene: sports or game rules explanation
abide,7,I can't <u>abide</u> dishonesty in any form and value truthfulness above all.,私はいかなる形の不正直も我慢できず、何よりも誠実さを重んじる。,我慢できない,容認する,研究する,隠す,1,「我慢できない」が正解です。can't abide は「耐えられない」という強い拒絶表現で、value truthfulness という対照的な価値観と論理的につながります。個人の価値観表明で重要な表現です。,「容認する」は英語では tolerate で、許すことを表します。can't abide という strong rejection とは正反対です。tolerate is accept、can't abide is cannot tolerate です。,「研究する」は英語では research で、調べることを表します。can't abide は emotional intolerance であり、analytical research とは異なります。research is study、abide is tolerate です。,「隠す」は英語では conceal で、見えなくすることを表します。value truthfulness という honesty の文脈とは矛盾します。conceal is hide、abide is tolerate です。,moral,personality,formal,emotion_negative,personal values statement,abide : I can't abide dishonesty in any form and value truthfulness above all. / 私はいかなる形の不正直も我慢できず、何よりも誠実さを重んじる。 / 正解: 我慢できない / tags: moral,personality,formal,emotion_negative / scene: personal values statement
abide,8,All members must <u>abide</u> by the organization's code of conduct.,すべてのメンバーは組織の行動規範に従わなければならない。,従う,作成する,批判する,変更する,1,「従う」が正解です。must abide by は「〜に従わなければならない」という義務表現で、code of conduct という組織規則と論理的につながります。組織管理・会員規約で頻出の表現です。,「作成する」は英語では create で、新たに作ることを表します。must abide by という members' duty は code creation ではなく code compliance です。create is make、abide by is follow です。,「批判する」は英語では criticize で、非難することを表します。must abide by という obligation の文脈では、criticism より compliance が required です。criticize is condemn、abide by is observe です。,「変更する」は英語では change で、内容を変えることを表します。must abide by という members' responsibility は changing code ではなく following it です（変更は governance の役割）。change is modify、abide by is comply with です。,formal,organization,action,moral,organizational rules or membership agreement,abide : All members must abide by the organization's code of conduct. / すべてのメンバーは組織の行動規範に従わなければならない。 / 正解: 従う / tags: formal,organization,action,moral / scene: organizational rules or membership agreement
abide,9,The tenant agreed to <u>abide</u> by all terms specified in the rental contract.,その入居者は、賃貸契約に明記されたすべての条件に従うことに同意した。,従う,交渉する,無視する,延期する,1,「従う」が正解です。agreed to abide by は「〜に従うことに同意した」という契約上の約束で、rental contract という legal document と論理的につながります。不動産契約で頻出の重要な法律表現です。,「交渉する」は英語では negotiate で、話し合うことを表します。agreed to abide by という acceptance の文脈では、negotiation phase は already passed です。negotiate is discuss terms、abide by is follow terms です。,「無視する」は英語では ignore で、注意を払わないことを表します。agreed to abide by という commitment とは正反対です。ignore is disregard、abide by is comply with です。,「延期する」は英語では postpone で、遅らせることを表します。agreed to abide by terms という immediate compliance commitment とは矛盾します。postpone is delay、abide by is observe です。,business,law,formal,action,rental agreement or lease contract,abide : The tenant agreed to abide by all terms specified in the rental contract. / その入居者は、賃貸契約に明記されたすべての条件に従うことに同意した。 / 正解: 従う / tags: business,law,formal,action / scene: rental agreement or lease contract
abide,10,She could not <u>abide</u> the noise from construction and moved to a quieter neighborhood.,彼女は工事の騒音に耐えられず、より静かな地域に引っ越した。,耐えられない,楽しむ,測定する,記録する,1,「耐えられない」が正解です。could not abide は「我慢できなかった」という意味で、moved to a quieter neighborhood という行動と論理的につながります。日常的な不満と対処を示す表現として重要です。,「楽しむ」は英語では enjoy で、喜びを感じることを表します。noise from construction という nuisance を enjoy することは不合理です。enjoy is take pleasure、could not abide is could not tolerate です。,「測定する」は英語では measure で、量を計ることを表します。moved to a quieter neighborhood という emotional decision の motivation としては、measurement より intolerance が適切です。measure is quantify、abide is tolerate です。,「記録する」は英語では record で、保存することを表します。moved という relocating decision の reason としては、recording より inability to tolerate が論理的です。record is document、abide is endure です。,daily_life,emotion_negative,action,physical,residential relocation decision,abide : She could not abide the noise from construction and moved to a quieter neighborhood. / 彼女は工事の騒音に耐えられず、より静かな地域に引っ越した。 / 正解: 耐えられない / tags: daily_life,emotion_negative,action,physical / scene: residential relocation decision
ability,1,She demonstrated remarkable <u>ability</u> in mathematics from a very young age.,彼女は非常に幼い頃から、数学における著しい能力を示した。,能力,困難,興味,記録,1,「能力」が正解です。ability in は「〜における能力、才能」という意味で、demonstrated という実証と remarkable という高評価が論理的につながります。才能・スキルを示す最も基本的で重要な語彙です。,「困難」は英語では difficulty で、難しさを表します。demonstrated remarkable という positive achievement の文脈とは矛盾します。difficulty is hardship、ability is capability です。,「興味」は英語では interest で、関心を表します。demonstrated は show capability であり、mere interest より stronger achievement を意味します。interest is curiosity、ability is skill です。,「記録」は英語では record で、保存されたデータを表します。ability は inherent capability であり、documented record とは異なる概念です。record is documentation、ability is capability です。,education,quality,formal,abstract,talent identification or academic assessment,ability : She demonstrated remarkable ability in mathematics from a very young age. / 彼女は非常に幼い頃から、数学における著しい能力を示した。 / 正解: 能力 / tags: education,quality,formal,abstract / scene: talent identification or academic assessment
ability,2,The job requires the <u>ability</u> to work under pressure and meet deadlines.,その仕事は、プレッシャーの下で働き、締め切りを守る能力を必要とする。,能力,意欲,許可,記録,1,「能力」が正解です。ability to do は「〜する能力」という重要な構文で、job requirements の文脈で論理的です。求人・職務記述書で頻出の必須表現です。,「意欲」は英語では willingness / motivation で、やる気を表します。ability は can do (capability) であり、will do (motivation) とは異なります。willingness is desire、ability is capability です。,「許可」は英語では permission で、認可を表します。requires という job demand の文脈では、permission より capability が relevant です。permission is authorization、ability is skill です。,「記録」は英語では record で、保存されたデータを表します。ability to work は performance capability であり、documented record とは異なります。record is documentation、ability is competence です。,business,formal,quality,abstract,job description or recruitment,ability : The job requires the ability to work under pressure and meet deadlines. / その仕事は、プレッシャーの下で働き、締め切りを守る能力を必要とする。 / 正解: 能力 / tags: business,formal,quality,abstract / scene: job description or recruitment
ability,3,His <u>ability</u> to speak multiple languages made him valuable to the international team.,複数の言語を話す彼の能力は、彼を国際チームにとって貴重な存在にした。,能力,試み,許可,記録,1,「能力」が正解です。ability to speak は「話す能力」という意味で、made him valuable という価値認識と論理的につながります。スキル・資格を示す重要な表現です。,「試み」は英語では attempt で、やってみることを表します。made him valuable という established value の文脈では、attempt (試行)より capability (確立した能力)が適切です。attempt is try、ability is can do です。,「許可」は英語では permission で、認可を表します。made him valuable という merit の文脈では、permission より capability が relevant です。permission is authorization、ability is skill です。,「記録」は英語では record で、保存されたデータを表します。ability to speak は linguistic skill であり、documented record とは異なります。record is documentation、ability is competence です。,business,communication,formal,quality,professional skills description,ability : His ability to speak multiple languages made him valuable to the international team. / 複数の言語を話す彼の能力は、彼を国際チームにとって貴重な存在にした。 / 正解: 能力 / tags: business,communication,formal,quality / scene: professional skills description
ability,4,The athlete's natural <u>ability</u> was enhanced through years of dedicated training.,そのアスリートの生まれ持った能力は、長年の献身的なトレーニングによって向上した。,能力,困難,機会,記録,1,「能力」が正解です。natural ability は「生まれつきの才能」という意味で、was enhanced through training という development と論理的につながります。才能と努力の関係を示す重要な表現です。,「困難」は英語では difficulty で、難しさを表します。was enhanced という improvement の文脈とは矛盾します。difficulty is hardship、ability is talent です。,「機会」は英語では opportunity で、チャンスを表します。natural という innate quality の文脈では、opportunity (external chance) より ability (inherent talent) が適切です。opportunity is chance、ability is capability です。,「記録」は英語では record で、保存されたデータや成績を表します。natural ability は inherent trait であり、recorded achievement とは異なる概念です。record is documentation、ability is talent です。,sports,quality,formal,abstract,athlete development or training,ability : The athlete's natural ability was enhanced through years of dedicated training. / そのアスリートの生まれ持った能力は、長年の献身的なトレーニングによって向上した。 / 正解: 能力 / tags: sports,quality,formal,abstract / scene: athlete development or training
ability,5,She has the <u>ability</u> to remain calm in emergency situations.,彼女は緊急事態において冷静でいられる能力を持っている。,能力,義務,許可,記録,1,「能力」が正解です。has the ability to は「〜する能力がある」という基本構文で、remain calm という skill と emergency situations という context が論理的です。性格・資質を示す重要な表現です。,「義務」は英語では duty / obligation で、責任を表します。has the という possession の文脈では、obligation (external requirement) より ability (internal capability) が適切です。duty is responsibility、ability is capability です。,「許可」は英語では permission で、認可を表します。remain calm という personal skill の文脈では、permission (external authorization) より ability が relevant です。permission is authorization、ability is capacity です。,「記録」は英語では record で、保存されたデータを表します。ability to remain calm は behavioral capability であり、documented record とは異なります。record is documentation、ability is skill です。,emotion_positive,quality,formal,abstract,character strength description,ability : She has the ability to remain calm in emergency situations. / 彼女は緊急事態において冷静でいられる能力を持っている。 / 正解: 能力 / tags: emotion_positive,quality,formal,abstract / scene: character strength description
ability,6,The musician's <u>ability</u> to improvise impressed the audience greatly.,その音楽家の即興演奏をする能力は、聴衆を大いに感心させた。,能力,試み,許可,記録,1,「能力」が正解です。ability to improvise は「即興する能力」という意味で、impressed the audience という成果と論理的につながります。芸術的才能を示す重要な表現です。,「試み」は英語では attempt で、やってみることを表します。impressed the audience という successful performance の文脈では、attempt (trial) より ability (established skill) が適切です。attempt is try、ability is skill です。,「許可」は英語では permission で、認可を表します。musician's ability という personal talent の文脈では、permission より capability が relevant です。permission is authorization、ability is talent です。,「記録」は英語では record で、保存されたデータや録音を表します。ability to improvise は performance skill であり、recorded music とは異なる概念です。record is documentation、ability is capability です。,art,quality,formal,abstract,artistic performance evaluation,ability : The musician's ability to improvise impressed the audience greatly. / その音楽家の即興演奏をする能力は、聴衆を大いに感心させた。 / 正解: 能力 / tags: art,quality,formal,abstract / scene: artistic performance evaluation
ability,7,The program aims to develop children's <u>ability</u> to think critically.,そのプログラムは、子どもたちの批判的に考える能力を育成することを目指している。,能力,興味,機会,記録,1,「能力」が正解です。develop ability to は「〜する能力を育成する」という教育目標の典型的表現で、think critically という cognitive skill と論理的につながります。教育プログラムで頻出の重要な表現です。,「興味」は英語では interest で、関心を表します。develop という cultivation の context では、interest (motivation) より ability (skill) が educational goal として適切です。interest is curiosity、ability is capability です。,「機会」は英語では opportunity で、チャンスを表します。develop という cultivation の文脈では、opportunity (external chance) より ability (internal skill) が appropriate です。opportunity is chance、ability is competence です。,「記録」は英語では record で、保存されたデータを表します。ability to think は cognitive skill であり、documented record とは異なります。record is documentation、ability is skill です。,education,formal,action,abstract,educational program objective,ability : The program aims to develop children's ability to think critically. / そのプログラムは、子どもたちの批判的に考える能力を育成することを目指している。 / 正解: 能力 / tags: education,formal,action,abstract / scene: educational program objective
ability,8,I doubt his <u>ability</u> to complete the project on time given the circumstances.,その状況を考えると、彼が時間通りにプロジェクトを完成させる能力には疑問がある。,能力,意欲,権利,記録,1,「能力」が正解です。doubt ability to は「〜する能力を疑う」という評価表現で、given the circumstances という制約条件と論理的につながります。能力評価・懸念表明で重要な表現です。,「意欲」は英語では willingness / motivation で、やる気を表します。ability は can do (capability) であり、will do (motivation) とは異なります。doubt は usually about capability、not motivation です。willingness is desire、ability is competence です。,「権利」は英語では right で、資格を表します。complete the project という task execution の文脈では、right (entitlement) より ability (capability) が relevant です。right is entitlement、ability is capacity です。,「記録」は英語では record で、保存されたデータや実績を表します。ability to complete は future capability であり、past record とは異なる概念です。record is past achievement、ability is capability です。,business,formal,emotion_negative,abstract,project management concern,ability : I doubt his ability to complete the project on time given the circumstances. / その状況を考えると、彼が時間通りにプロジェクトを完成させる能力には疑問がある。 / 正解: 能力 / tags: business,formal,emotion_negative,abstract / scene: project management concern
ability,9,The candidate's <u>ability</u> to adapt quickly to new situations was remarkable.,その候補者の新しい状況に素早く適応する能力は注目に値した。,能力,試み,許可,記録,1,「能力」が正解です。ability to adapt は「適応する能力」という意味で、was remarkable という high evaluation と論理的につながります。人材評価・採用で重要な competency 表現です。,「試み」は英語では attempt で、やってみることを表します。was remarkable という established quality の評価では、attempt (trial) より ability (proven capability) が適切です。attempt is try、ability is skill です。,「許可」は英語では permission で、認可を表します。candidate's quality の文脈では、permission (external authorization) より ability (internal capability) が relevant です。permission is authorization、ability is competence です。,「記録」は英語では record で、保存されたデータや実績を表します。ability to adapt は behavioral trait であり、specific documented record とは異なる概念です。record is documentation、ability is capability です。,business,quality,formal,abstract,recruitment or candidate assessment,ability : The candidate's ability to adapt quickly to new situations was remarkable. / その候補者の新しい状況に素早く適応する能力は注目に値した。 / 正解: 能力 / tags: business,quality,formal,abstract / scene: recruitment or candidate assessment
ability,10,Teaching students the <u>ability</u> to learn independently is a key educational goal.,学生に自立して学ぶ能力を教えることは、重要な教育目標である。,能力,興味,機会,記録,1,「能力」が正解です。teaching ability to は「〜する能力を教える」という教育目標の表現で、learn independently という lifelong learning skill と key educational goal が論理的につながります。現代教育で最重要の概念です。,「興味」は英語では interest で、関心を表します。teaching という skill development の context では、interest (motivation) より ability (capability) が educational goal として核心的です。interest is curiosity、ability is skill です。,「機会」は英語では opportunity で、チャンスを表します。teaching という active cultivation の文脈では、opportunity (external chance) より ability (internal skill) が教育の primary target です。opportunity is chance、ability is competence です。,「記録」は英語では record で、保存されたデータを表します。ability to learn independently は metacognitive skill であり、documented record とは異なります。record is documentation、ability is capability です。,education,formal,action,abstract,educational philosophy or pedagogy,ability : Teaching students the ability to learn independently is a key educational goal. / 学生に自立して学ぶ能力を教えることは、重要な教育目標である。 / 正解: 能力 / tags: education,formal,action,abstract / scene: educational philosophy or pedagogy
abjure,1,The defector was forced to <u>abjure</u> his former beliefs publicly.,その亡命者は公に以前の信念を誓って捨てることを強制された。,誓って捨てる,守る,宣言する,隠す,1,「誓って捨てる」が正解です。abjure は「厳粛に放棄する、誓って捨てる」という強い意味の動詞で、former beliefs という思想と publicly という公的場面が論理的です。歴史・政治で重要な語彙です。,「守る」は英語では keep / maintain で、保持することを表します。abjure は renounce なので、keep とは正反対です。keep is retain、abjure is renounce です。,「宣言する」は英語では declare で、公に述べることを表します。abjure は reject することであり、mere declaration とは異なります。declare is announce、abjure is renounce です。,「隠す」は英語では conceal で、見えなくすることを表します。publicly という公開性とは矛盾します。conceal is hide、abjure is formally renounce です。,politics,formal,action,moral,political defection or ideological renunciation,abjure : The defector was forced to abjure his former beliefs publicly. / その亡命者は公に以前の信念を誓って捨てることを強制された。 / 正解: 誓って捨てる / tags: politics,formal,action,moral / scene: political defection or ideological renunciation
abjure,2,The cult members were required to <u>abjure</u> all contact with their families.,そのカルトのメンバーたちは、家族との一切の接触を放棄するよう求められた。,放棄する,維持する,記録する,報告する,1,「放棄する」が正解です。abjure は「厳格に放棄する」という意味で、cult members と all contact という完全な断絶が論理的です。社会問題・宗教の文脈で重要な表現です。,「維持する」は英語では maintain で、保つことを表します。were required to abjure という強制的放棄とは正反対です。maintain is keep、abjure is renounce です。,「記録する」は英語では record で、保存することを表します。abjure は reject することであり、documenting とは無関係です。record is document、abjure is forsake です。,「報告する」は英語では report で、伝えることを表します。abjure all contact という完全断絶の文脈では、報告より放棄が適切です。report is inform、abjure is abandon です。,social,religion,formal,action,cult or religious extremism,abjure : The cult members were required to abjure all contact with their families. / そのカルトのメンバーたちは、家族との一切の接触を放棄するよう求められた。 / 正解: 放棄する / tags: social,religion,formal,action / scene: cult or religious extremism
abjure,3,He decided to <u>abjure</u> violence and pursue peaceful means of protest.,彼は暴力を放棄し、平和的な抗議手段を追求することに決めた。,放棄する,使用する,隠す,報告する,1,「放棄する」が正解です。abjure violence は「暴力を放棄する」という意味で、pursue peaceful means という対照的な選択と論理的につながります。社会運動・平和主義で重要な表現です。,「使用する」は英語では use で、用いることを表します。pursue peaceful means という文脈では、violence を use するのではなく abjure (renounce) です。use is employ、abjure is renounce です。,「隠す」は英語では conceal で、見えなくすることを表します。abjure は openly renounce することであり、hiding とは異なります。conceal is hide、abjure is forswear です。,「報告する」は英語では report で、伝えることを表します。decided to abjure という personal decision の文脈では、reporting より renouncing が適切です。report is inform、abjure is reject です。,social,moral,formal,action,nonviolent movement or pacifism,abjure : He decided to abjure violence and pursue peaceful means of protest. / 彼は暴力を放棄し、平和的な抗議手段を追求することに決めた。 / 正解: 放棄する / tags: social,moral,formal,action / scene: nonviolent movement or pacifism
abjure,4,The witness was asked to <u>abjure</u> his previous testimony under oath.,その証人は宣誓の下で以前の証言を撤回するよう求められた。,撤回する,繰り返す,隠す,記録する,1,「撤回する」が正解です。abjure previous testimony は「以前の証言を公式に撤回する」という法廷用語で、under oath という厳粛な状況と論理的です。法廷手続きで重要な専門用語です。,「繰り返す」は英語では repeat で、再び言うことを表します。abjure は retract (撤回)なので、repeat とは正反対です。repeat is reiterate、abjure is recant です。,「隠す」は英語では conceal で、見えなくすることを表します。under oath という公式証言の文脈では、hiding より formal retraction が relevant です。conceal is hide、abjure is formally retract です。,「記録する」は英語では record で、保存することを表します。abjure は withdraw statement であり、recording とは無関係です。record is document、abjure is revoke です。,law,formal,action,abstract,court testimony or perjury case,abjure : The witness was asked to abjure his previous testimony under oath. / その証人は宣誓の下で以前の証言を撤回するよう求められた。 / 正解: 撤回する / tags: law,formal,action,abstract / scene: court testimony or perjury case
abjure,5,The treaty required both nations to <u>abjure</u> the use of chemical weapons.,その条約は、両国に化学兵器の使用を放棄するよう求めた。,放棄する,開発する,隠す,記録する,1,「放棄する」が正解です。abjure the use of は「〜の使用を放棄する」という意味で、treaty という国際合意と chemical weapons という禁止対象が論理的です。軍縮条約で重要な表現です。,「開発する」は英語では develop で、作ることを表します。required to abjure という prohibition の文脈では、develop とは正反対です。develop is create、abjure is renounce です。,「隠す」は英語では conceal で、見えなくすることを表します。treaty required という公式義務の文脈では、hiding より formal renunciation が appropriate です。conceal is hide、abjure is forswear です。,「記録する」は英語では record で、保存することを表します。abjure は renounce use であり、mere documentation とは異なります。record is document、abjure is relinquish です。,politics,military,formal,action,arms control treaty,abjure : The treaty required both nations to abjure the use of chemical weapons. / その条約は、両国に化学兵器の使用を放棄するよう求めた。 / 正解: 放棄する / tags: politics,military,formal,action / scene: arms control treaty
abjure,6,She refused to <u>abjure</u> her faith despite facing severe persecution.,彼女は厳しい迫害に直面しても、信仰を捨てることを拒否した。,捨てる,守る,隠す,変更する,1,「捨てる」が正解です。refused to abjure は「放棄することを拒んだ」という意味で、despite facing persecution という勇気ある姿勢と論理的につながります。宗教迫害の歴史で重要な表現です。,「守る」は英語では protect / keep で、保持することを表します。refused to abjure は「捨てることを拒否した」= 「守り続けた」ですが、abjure itself は renounce を意味します。protect is keep、abjure is renounce です。,「隠す」は英語では conceal で、見えなくすることを表します。abjure は publicly renounce することであり、private concealment とは異なります。conceal is hide、abjure is formally reject です。,「変更する」は英語では change で、内容を変えることを表します。abjure は completely renounce であり、mere modification とは異なります。change is modify、abjure is abandon です。,religion,history,formal,moral,religious persecution or martyrdom,abjure : She refused to abjure her faith despite facing severe persecution. / 彼女は厳しい迫害に直面しても、信仰を捨てることを拒否した。 / 正解: 捨てる / tags: religion,history,formal,moral / scene: religious persecution or martyrdom
abjure,7,The organization demanded that members <u>abjure</u> all ties to rival groups.,その組織は、メンバーに敵対グループとの一切の関係を絶つよう要求した。,絶つ,維持する,隠す,報告する,1,「絶つ」が正解です。abjure all ties は「一切の関係を断つ」という意味で、demanded という強い要求と rival groups という対立関係が論理的です。組織の忠誠要求で重要な表現です。,「維持する」は英語では maintain で、保つことを表します。demanded that members abjure という強制的断絶とは正反対です。maintain is keep、abjure is sever です。,「隠す」は英語では conceal で、見えなくすることを表します。abjure は formally renounce であり、mere concealment とは異なります。conceal is hide、abjure is forsake です。,「報告する」は英語では report で、伝えることを表します。abjure ties という関係断絶の文脈では、reporting より renouncing が demanded です。report is inform、abjure is abandon です。,organization,formal,action,social,organizational loyalty or exclusivity,abjure : The organization demanded that members abjure all ties to rival groups. / その組織は、メンバーに敵対グループとの一切の関係を絶つよう要求した。 / 正解: 絶つ / tags: organization,formal,action,social / scene: organizational loyalty or exclusivity
abjure,8,The witness must <u>abjure</u> all false statements under oath.,証人は宣誓の下で全ての虚偽の陳述を撤回しなければならない。,撤回する,繰り返す,記録する,隠す,1,「撤回する」が正解です。abjure は「公式に撤回する、誓って捨てる」という意味で、under oath という法的文脈と all false statements が論理的です。法廷用語として重要です。,「繰り返す」は英語では repeat で、再び述べる行為を表します。abjure は撤回することなので真逆です。,「記録する」は英語では record で、保存する行為を表します。abjure は statements を取り消すことなので、記録とは異なります。,「隠す」は英語では conceal で、見えなくする行為を表します。under oath という公的な場面では、隠すより formal retraction が求められます。,law;formal;action;abstract,court testimony procedure,abjure : The witness must abjure all false statements under oath. / 証人は宣誓の下で全ての虚偽の陳述を撤回しなければならない。 / 正解: 撤回する / tags: law;formal;action;abstract / scene: court testimony procedure
